transaction,location,total_amount,limit,result
,,10200,50000,0
,,28400,50000,0
,,13609.99,50000,2
,,24500,50000,2
,,7200,50000,0
,,28392.73,50000,2
,,3000,50000,1
,,3200,50000,2
,,17400,50000,2
,,25358.75,50000,2
,,10800,50000,1
,,9700,50000,0
,,8700,50000,0
,,29600,50000,2
,,8700,50000,0
,,16600,50000,0
,,12000,50000,0
,,37833.39,50000,2
,,8200,50000,0
,,25500,50000,0
,,38874.75,50000,2
,,18000,50000,1
,,6000,50000,0
,,28000,50000,2
,,5800,50000,0
,,22200,50000,0
,,26621.64,50000,2
,,30400,50000,0
,,24111.18,50000,2
,,32500,50000,2
,,18000,50000,2
,,19306.35,50000,2
,,39600,50000,2
,,18801.64,50000,2
,,24377.66,50000,2
,,4200,50000,0
,,15919.85,50000,2
,,900,50000,0
,,25000,50000,2
,,48592.71,50000,2
,,21600,50000,0
,,10978.58,50000,2
,,36500,50000,0
,,31000,50000,2
,,9800,50000,0
,,19301.82,50000,2
,,3392.49,50000,2
,,5900,50000,0
,,7400,50000,0
,,9876.14,50000,0
,,1200,50000,0
,,38000,50000,0
,,35200,50000,0
,,29457.07,50000,2
,,23017.42,50000,2
,,3496.35,50000,0
,,31523.8,50000,2
,,39500,50000,2
,,12000,50000,0
,,37000,50000,0
,,4000,50000,1
,,49568.11,50000,2
,,9700,50000,0
,,5000.23,50000,0
,,1403.52,50000,0
,,37817.1,50000,2
,,7009.92,50000,0
,,17426.37,50000,2
,,9200,50000,0
,,11004.72,50000,2
,,9900,50000,0
,,34594.63,50000,2
,,44813.78,50000,2
,,37000,50000,0
,,16800,50000,2
,,8100,50000,2
,,25500,50000,0
,,35612.88,50000,2
,,15900,50000,0
,,23649.64,50000,2
,,25260.41,50000,2
,,15456.38,50000,2
,,9201.34,50000,1
,,2400,50000,2
,,4451.9,50000,0
,,18896.22,50000,2
,,6400,50000,1
,,7100,50000,0
,,30000,50000,2
,,5661.28,50000,0
,,36527.38,50000,2
,,4200,50000,1
,,40253.28,50000,2
,,23687.86,50000,2
,,22665.89,50000,2
,,44033.22,50000,2
,,17600,50000,2
,,8600,50000,0
,,13581.3,50000,2
,,36103.81,50000,2
,,18000,50000,0
,,17575.17,50000,2
,,6500,50000,0
,,30800,50000,0
,,42500,50000,0
,,4200,50000,0
,,43811.81,50000,2
,,24600,50000,0
,,28237.56,50000,2
,,8000,50000,0
,,18800,50000,0
,,28000,50000,2
,,2097.57,50000,2
,,9780.87,50000,0
,,13800,50000,1
,,15000,50000,1
,,19474.89,50000,2
,,998.69,50000,0
,,6100,50000,0
,,36913.89,50000,2
,,16000,50000,0
,,45000,50000,0
,,11933.08,50000,2
,,27900,50000,0
,,42994.85,50000,2
,,27000,50000,2
,,7500,50000,0
,,37500,50000,0
,,41328.92,50000,2
,,5700,50000,0
,,13310.08,50000,2
,,12300,50000,2
,,33500,50000,2
,,9700,50000,0
,,3400,50000,0
,,30390.22,50000,2
,,10880.27,50000,2
,,12606.09,50000,2
,,25464.9,50000,2
,,9000,50000,0
,,31088.57,50000,2
,,16200,50000,1
,,24800,50000,2
,,19333.42,50000,2
,,25200,50000,2
,,742.4,50000,0
,,14400,50000,2
,,19200,50000,0
,,18257.95,50000,2
,,3800,50000,1
,,13400,50000,0
,,800,50000,2
,,6400,50000,0
,,5514.62,50000,0
,,32440.41,50000,2
,,28613.49,50000,2
,,2800,50000,2
,,5063.57,50000,0
,,14955.53,50000,2
,,28800,50000,0
,,13200,50000,0
,,11985.3,50000,2
,,34003.52,50000,2
,,2800,50000,0
,,4200,50000,1
,,44389.83,50000,2
,,33109.02,50000,2
,,10960.07,50000,2
,,7600,50000,1
,,19800,50000,2
,,107.9,50000,0
,,9000,50000,0
,,11703,50000,2
,,3400,50000,1
,,46875.35,50000,2
,,46811.37,50000,2
,,20829.63,50000,2
,,32373.25,50000,2
,,3700,50000,0
,,28200,50000,2
,,19800,50000,2
,,24483.06,50000,2
,,34289.44,50000,2
,,37582.83,50000,2
,,4220.7,50000,2
,,7960.58,50000,2
,,15900,50000,0
,,28500,50000,2
,,34432.13,50000,2
,,9600,50000,0
,,3600,50000,2
,,35317.39,50000,2
,,26159.13,50000,2
,,37000,50000,0
,,8800,50000,0
,,48545.31,50000,2
,,43500,50000,2
,,8400,50000,2
,,17103.2,50000,2
,,1205.43,50000,0
,,44233.78,50000,2
,,23150.28,50000,2
,,25418.16,50000,2
,,48300.6,50000,2
,,44602.22,50000,2
,,30585.52,50000,2
,,27397.74,50000,2
,,6000,50000,0
,,4200,50000,0
,,8600,50000,0
,,18600,50000,0
,,34336.69,50000,2
,,27774.79,50000,2
,,2419.54,50000,0
,,42500,50000,2
,,17878.53,50000,2
,,2387.05,50000,2
,,1500,50000,0
,,5952.63,50000,2
,,15991.7,50000,2
,,37479.33,50000,2
,,24133.36,50000,2
,,27000,50000,0
,,14400,50000,0
,,27200,50000,2
,,30016.48,50000,2
,,3336.28,50000,0
,,36800,50000,2
,,23881.93,50000,2
,,16492.69,50000,2
,,616.44,50000,1
,,29600,50000,0
,,34261.17,50000,2
,,11246.74,50000,2
,,9000,50000,0
,,37500,50000,0
,,1043.94,50000,0
,,37500,50000,2
,,16448.77,50000,2
,,8000,50000,1
,,24500,50000,2
,,2400,50000,0
,,36423.13,50000,2
,,31136.39,50000,2
,,19000,50000,2
,,48944.21,50000,2
,,13628.12,50000,2
,,28800,50000,0
,,34800,50000,2
,,43306.14,50000,2
,,1800.67,50000,2
,,37930.35,50000,2
,,42500,50000,0
,,21500,50000,0
,,16254.24,50000,2
,,1300.61,50000,1
,,46500,50000,0
,,19400,50000,1
,,43559.51,50000,2
,,40244.48,50000,2
,,32885.97,50000,2
,,18061.6,50000,2
,,9167.23,50000,2
,,8400,50000,0
,,24000,50000,0
,,20812.37,50000,2
,,9800,50000,0
,,19885.76,50000,2
,,4153.3,50000,0
,,21150.87,50000,2
,,16500,50000,0
,,40500,50000,0
,,10000,50000,0
,,12800,50000,2
,,43248.91,50000,2
,,37242.35,50000,2
,,25963.33,50000,2
,,25388.81,50000,2
,,2100,50000,0
,,27841.99,50000,2
,,17600,50000,0
,,19500,50000,0
,,16500,50000,0
,,45873.89,50000,2
,,17700,50000,2
,,40982.46,50000,2
,,20400,50000,2
,,694.1,50000,2
,,3600,50000,0
,,37407.47,50000,2
,,7100,50000,0
,,800,50000,0
,,46338.53,50000,2
,,6000,50000,0
,,8163.44,50000,0
,,35000.12,50000,2
,,17000,50000,0
,,12273.27,50000,2
,,5644.78,50000,2
,,9766.56,50000,0
,,2785.3,50000,0
,,4500,50000,0
,,12000,50000,0
,,17973.7,50000,2
,,1600,50000,1
,,10348.72,50000,2
,,22182.44,50000,2
,,14000,50000,2
,,38900.98,50000,2
,,1000,50000,0
,,3299.98,50000,2
,,44580.44,50000,2
,,11950.88,50000,2
,,21019.22,50000,2
,,2635.04,50000,0
,,7700,50000,0
,,12300,50000,0
,,8115.17,50000,2
,,22800,50000,2
,,5100,50000,0
,,36500,50000,2
,,7000,50000,0
,,2659.07,50000,0
,,7800,50000,1
,,17000,50000,0
,,8440.12,50000,0
,,40182.32,50000,2
,,41000,50000,2
,,33094.54,50000,2
,,23100,50000,2
,,40000,50000,0
,,45429.72,50000,2
,,4100,50000,0
,,8600,50000,1
,,32993.31,50000,2
,,2497.11,50000,0
,,24508.17,50000,2
,,27200,50000,0
,,49358.03,50000,2
,,33892.85,50000,2
,,5600,50000,0
,,3804.15,50000,0
,,3285.66,50000,1
,,10200,50000,1
,,18600,50000,0
,,8718.42,50000,0
,,28800,50000,2
,,27600,50000,0
,,3200,50000,0
,,23470.12,50000,2
,,22302.19,50000,2
,,8800,50000,0
,,2722.87,50000,2
,,2900,50000,0
,,8200,50000,0
,,37200,50000,0
,,29183.72,50000,2
,,46977.35,50000,2
,,38491.74,50000,2
,,3500,50000,0
,,8600,50000,0
,,19000,50000,2
,,2400,50000,0
,,10887.11,50000,2
,,2500,50000,0
,,25200,50000,0
,,8226.05,50000,2
,,10200,50000,0
,,3895.76,50000,0
,,18000,50000,2
,,8400,50000,0
,,5791.91,50000,0
,,33406.48,50000,2
,,9600,50000,0
,,4000,50000,0
,,17600,50000,0
,,14736.13,50000,2
,,3700,50000,0
,,10340.64,50000,2
,,27244.11,50000,2
,,8200,50000,0
,,45500,50000,2
,,38913.01,50000,2
,,16946.73,50000,2
,,18000,50000,2
,,37050.1,50000,2
,,15400,50000,0
,,14417.11,50000,2
,,27825.76,50000,2
,,9042.9,50000,2
,,1814.09,50000,0
,,17983.45,50000,2
,,26379.83,50000,2
,,4200,50000,0
,,19369.96,50000,2
,,12300,50000,0
,,2800,50000,2
,,6400,50000,0
,,6179.94,50000,0
,,4582.17,50000,0
,,16600,50000,1
,,31016.05,50000,2
,,18400,50000,0
,,34391.08,50000,2
,,16478.1,50000,2
,,5998.43,50000,1
,,23989.23,50000,2
,,1200,50000,1
,,39994.34,50000,2
,,45883.22,50000,2
,,2400,50000,0
,,785.34,50000,2
,,16600,50000,0
,,1300,50000,0
,,14500,50000,0
,,19200,50000,0
,,44432.37,50000,2
,,6212.7,50000,0
,,822.16,50000,0
,,31598.45,50000,2
,,18900,50000,0
,,21856.16,50000,2
,,21300,50000,0
,,27000,50000,2
,,19600,50000,0
,,14800,50000,1
,,15440.63,50000,2
,,10800,50000,0
,,3636.12,50000,0
,,18213.15,50000,2
,,3000,50000,2
,,23200,50000,0
,,18278.53,50000,2
,,17014.8,50000,2
,,46549.83,50000,2
,,30800,50000,2
,,7900,50000,0
,,35240.18,50000,2
,,6600,50000,0
,,26000,50000,0
,,8800,50000,0
,,21643.89,50000,2
,,26100,50000,0
,,6800,50000,0
,,24000,50000,0
,,29282.22,50000,2
,,27725.4,50000,2
,,11500,50000,0
,,15000,50000,1
,,9600,50000,2
,,50000,50000,0
,,24000,50000,0
,,21764.87,50000,2
,,14600,50000,1
,,44422.36,50000,2
,,12600,50000,0
,,6400,50000,0
,,30925.11,50000,2
,,36519.16,50000,2
,,3300,50000,2
,,15300,50000,0
,,23000,50000,2
,,9662.57,50000,0
,,2400,50000,1
,,6800,50000,0
,,1000,50000,0
,,22400,50000,2
,,44541.24,50000,2
,,14422.11,50000,2
,,35600,50000,0
,,487.31,50000,0
,,5299.97,50000,2
,,28400,50000,0
,,40788.38,50000,2
,,17059.9,50000,2
,,23092.35,50000,2
,,19412.65,50000,2
,,7400,50000,0
,,25367.61,50000,2
,,16556.98,50000,2
,,29074.8,50000,2
,,34168.69,50000,2
,,39726.2,50000,2
,,18500,50000,2
,,12000,50000,0
,,46071.33,50000,2
,,29400,50000,0
,,36234.2,50000,2
,,28053.48,50000,2
,,39408.64,50000,2
,,6123.08,50000,0
,,30944.19,50000,2
,,5389.37,50000,0
,,22706.81,50000,2
,,3700,50000,0
,,32608.11,50000,2
,,4200,50000,1
,,48500,50000,2
,,22800,50000,0
,,7813.24,50000,2
,,23700,50000,0
,,7100,50000,0
,,25590.91,50000,2
,,24000,50000,2
,,21600,50000,0
,,586.87,50000,0
,,3300,50000,0
,,6200,50000,0
,,27900,50000,0
,,42036.9,50000,2
,,3300,50000,0
,,25600,50000,2
,,35566.21,50000,2
,,16000,50000,0
,,15749.97,50000,2
,,700,50000,0
,,7614.92,50000,2
,,43450.13,50000,2
,,1000,50000,0
,,36000,50000,2
,,47636.49,50000,2
,,21000,50000,0
,,1800,50000,0
,,2700,50000,0
,,3372.95,50000,0
,,25716.33,50000,2
,,20153.18,50000,2
,,16281.85,50000,2
,,8391.6,50000,0
,,47244.54,50000,2
,,11600,50000,0
,,20360.87,50000,2
,,14045.08,50000,2
,,13600,50000,0
,,41437.83,50000,2
,,5400,50000,0
,,18200,50000,0
,,42121.35,50000,2
,,1951.43,50000,0
,,46956.07,50000,2
,,23700,50000,2
,,15023.62,50000,2
,,13268.4,50000,2
,,9000,50000,0
,,26000,50000,2
,,19200,50000,2
,,2949.47,50000,0
,,24300,50000,2
,,9500,50000,0
,,48978.75,50000,2
,,30339.72,50000,2
,,2500,50000,2
,,3000,50000,2
,,14400,50000,0
,,44695.89,50000,2
,,7228.26,50000,1
,,28000,50000,2
,,24680.34,50000,2
,,30722.14,50000,2
,,47827.28,50000,2
,,15900,50000,2
,,38546.77,50000,2
,,11658.52,50000,2
,,7947.18,50000,2
,,6000,50000,0
,,7381.62,50000,0
,,10287.41,50000,2
,,14100,50000,2
,,18732.54,50000,2
,,10200,50000,0
,,19759.77,50000,2
,,7604.84,50000,2
,,22000,50000,0
,,30803.03,50000,2
,,2300,50000,0
,,2600,50000,1
,,18600,50000,2
,,29239.1,50000,2
,,2400,50000,2
,,1500,50000,2
,,44793.35,50000,2
,,4857.97,50000,2
,,9800,50000,1
,,14901.67,50000,2
,,33034.01,50000,2
,,30000,50000,2
,,13165.26,50000,2
,,10611.36,50000,2
,,37769.47,50000,2
,,13772.21,50000,2
,,13800,50000,0
,,2000,50000,2
,,25810.06,50000,2
,,13745.76,50000,2
,,9000,50000,0
,,25908.31,50000,2
,,6800,50000,0
,,20586,50000,2
,,5400,50000,0
,,31652.5,50000,2
,,3500,50000,2
,,2600,50000,1
,,11400,50000,0
,,16400,50000,0
,,24300,50000,2
,,19392.73,50000,2
,,8400,50000,0
,,27000,50000,2
,,35955.06,50000,2
,,26157.01,50000,2
,,46196.79,50000,2
,,48400.76,50000,2
,,8400,50000,2
,,17200,50000,0
,,28981.83,50000,2
,,2500,50000,0
,,5400,50000,1
,,2600,50000,0
,,37997.1,50000,2
,,13811.77,50000,2
,,42914.78,50000,2
,,8100,50000,0
,,34782.48,50000,2
,,18400,50000,0
,,8300,50000,0
,,22569.69,50000,2
,,3000,50000,0
,,12000,50000,0
,,36000,50000,2
,,27200,50000,2
,,29500,50000,0
,,31454.4,50000,2
,,2998.06,50000,0
,,36968.17,50000,2
,,47618.49,50000,2
,,48431.21,50000,2
,,31200,50000,0
,,3764.45,50000,2
,,12679.69,50000,2
,,7400,50000,0
,,41500,50000,2
,,756.52,50000,0
,,34736.37,50000,2
,,32000,50000,0
,,15940.05,50000,2
,,39200,50000,2
,,46896.89,50000,2
,,24686.09,50000,2
,,13427.17,50000,2
,,18310.13,50000,2
,,14509.79,50000,2
,,3300,50000,2
,,13936.67,50000,2
,,1245.57,50000,0
,,7900,50000,0
,,42992.65,50000,2
,,11100,50000,2
,,13800,50000,0
,,14400,50000,0
,,22107.96,50000,2
,,12400,50000,1
,,24476.18,50000,2
,,2600,50000,0
,,46500,50000,0
,,15871.89,50000,2
,,20100,50000,0
,,4100,50000,0
,,26100,50000,0
,,24500,50000,2
,,43691.26,50000,2
,,19309.53,50000,2
,,11400,50000,0
,,4200,50000,0
,,6478.94,50000,0
,,41085.77,50000,2
,,7600,50000,0
,,27107.69,50000,2
,,23098.61,50000,2
,,33200,50000,0
,,5000,50000,2
,,8200,50000,0
,,19600,50000,0
,,8292.69,50000,2
,,15088.42,50000,2
,,16480.6,50000,2
,,9000,50000,0
,,3400,50000,0
,,3878.26,50000,0
,,8800,50000,0
,,3600,50000,0
,,40959.32,50000,2
,,6200,50000,0
,,19991.14,50000,2
,,27000,50000,0
,,20400,50000,2
,,4723.89,50000,0
,,9500,50000,2
,,5870.12,50000,0
,,17800,50000,0
,,2800,50000,1
,,11600,50000,2
,,15137.35,50000,2
,,4600,50000,1
,,46817.61,50000,2
,,29000,50000,2
,,1400,50000,0
,,24400,50000,2
,,17200,50000,0
,,14713.91,50000,2
,,5900,50000,0
,,45000,50000,2
,,35500,50000,2
,,6000,50000,0
,,12606.17,50000,2
,,25402.35,50000,2
,,5900,50000,0
,,20400,50000,2
,,39501.92,50000,2
,,44471.38,50000,2
,,49500,50000,2
,,19329.03,50000,2
,,12924.32,50000,2
,,15600,50000,0
,,1200,50000,0
,,19902.15,50000,2
,,13076.68,50000,2
,,11633.25,50000,2
,,30312.5,50000,2
,,29500,50000,0
,,39477.5,50000,2
,,12074.13,50000,2
,,34514.74,50000,2
,,5705.06,50000,2
,,800,50000,0
,,46828.7,50000,2
,,33695.24,50000,2
,,17000,50000,2
,,49245.42,50000,2
,,2700,50000,0
,,45247.45,50000,2
,,38400,50000,2
,,11387.89,50000,2
,,28162.73,50000,2
,,6100,50000,0
,,25130.19,50000,2
,,8800,50000,2
,,9445.12,50000,2
,,15300,50000,0
,,12000,50000,0
,,32800,50000,0
,,44857.96,50000,2
,,31000,50000,2
,,17100,50000,0
,,32307.14,50000,2
,,29500,50000,0
,,39257.99,50000,2
,,26100,50000,0
,,368.6,50000,2
,,35363.33,50000,2
,,600,50000,0
,,21500,50000,2
,,10500,50000,0
,,2000,50000,0
,,16090.97,50000,2
,,26318.81,50000,2
,,36426.66,50000,2
,,22400,50000,2
,,1500,50000,2
,,18723.61,50000,2
,,35000,50000,2
,,30832.79,50000,2
,,19293.03,50000,2
,,8500,50000,0
,,15400,50000,0
,,3600,50000,0
,,16800,50000,0
,,10500,50000,2
,,7300,50000,0
,,8600,50000,1
,,8600,50000,0
,,10000,50000,0
,,6000,50000,0
,,47044.93,50000,2
,,27178.78,50000,2
,,20700,50000,0
,,38853.96,50000,2
,,200,50000,0
,,3623.63,50000,0
,,15600,50000,1
,,1938.53,50000,0
,,4700,50000,0
,,9000,50000,0
,,36400,50000,2
,,16913.27,50000,2
,,7200,50000,0
,,40000,50000,0
,,39520.55,50000,2
,,28800,50000,2
,,47818.71,50000,2
,,44073.14,50000,2
,,15971.03,50000,2
,,25674.81,50000,2
,,6333.54,50000,2
,,6400,50000,2
,,36103.08,50000,2
,,6900,50000,0
,,5015.86,50000,0
,,4200,50000,0
,,43000,50000,0
,,4600,50000,1
,,27000,50000,0
,,9522.47,50000,0
,,31600,50000,2
,,35462.11,50000,2
,,12800,50000,2
,,26482.62,50000,2
,,7400,50000,1
,,7900,50000,0
,,13500,50000,0
,,22560.74,50000,2
,,33323.74,50000,2
,,27600,50000,0
,,16750.26,50000,2
,,8310.35,50000,0
,,14100,50000,0
,,45500,50000,0
,,1206.51,50000,2
,,36993.53,50000,2
,,34012.51,50000,2
,,25500,50000,2
,,21500,50000,2
,,3300,50000,0
,,16500,50000,0
,,4200,50000,0
,,33670.29,50000,2
,,9200,50000,0
,,14400,50000,2
,,4800,50000,2
,,45723.95,50000,2
,,16500,50000,0
,,32298.41,50000,2
,,5523.16,50000,0
,,19893.61,50000,2
,,18800,50000,0
,,6600,50000,0
,,30500,50000,2
,,16320.13,50000,2
,,12425.69,50000,2
,,18477.5,50000,2
,,39852.95,50000,2
,,979.12,50000,0
,,16358.55,50000,2
,,9292.16,50000,0
,,13755.46,50000,2
,,21900,50000,0
,,13001.28,50000,2
,,33812.57,50000,2
,,25830.07,50000,2
,,4821.73,50000,0
,,35817.71,50000,2
,,496.19,50000,0
,,2702.17,50000,0
,,18257.4,50000,2
,,2767.99,50000,2
,,2000,50000,0
,,45571.54,50000,2
,,6000,50000,0
,,400,50000,0
,,23985.85,50000,2
,,6400,50000,0
,,400,50000,1
,,200,50000,0
,,13800,50000,1
,,13500,50000,2
,,6413.69,50000,0
,,47285.58,50000,2
,,37845.42,50000,2
,,19000,50000,1
,,32800,50000,2
,,15123.57,50000,2
,,600,50000,0
,,34000,50000,0
,,33654.46,50000,2
,,34865.04,50000,2
,,1908.98,50000,0
,,9000,50000,0
,,4000,50000,0
,,5100,50000,0
,,119.46,50000,0
,,40231.41,50000,2
,,14800,50000,2
,,41288.48,50000,2
,,6500,50000,2
,,1000,50000,0
,,1000,50000,0
,,34000,50000,0
,,29984.63,50000,2
,,30386.32,50000,2
,,22839.98,50000,2
,,1900,50000,0
,,30000,50000,2
,,8073.2,50000,2
,,5800,50000,0
,,11600,50000,0
,,30000,50000,2
,,15771.98,50000,2
,,35614.92,50000,2
,,8299.24,50000,1
,,36500,50000,0
,,5400,50000,0
,,34699.32,50000,2
,,2500,50000,0
,,30418.71,50000,2
,,26265.82,50000,2
,,10978.57,50000,2
,,40479.42,50000,2
,,13556.78,50000,2
,,1600,50000,0
,,3000,50000,2
,,14400,50000,0
,,44676.38,50000,2
,,3300,50000,0
,,20663.09,50000,2
,,3200,50000,0
,,30050.17,50000,2
,,5200,50000,0
,,8989.01,50000,2
,,13400,50000,0
,,39633.98,50000,2
,,43500,50000,2
,,32000,50000,2
,,7500,50000,2
,,10500,50000,2
,,14529.04,50000,2
,,25932.64,50000,2
,,8400,50000,0
,,3783.76,50000,0
,,10500,50000,2
,,3600,50000,0
,,13319.32,50000,2
,,10000,50000,1
,,8000,50000,0
,,40201.94,50000,2
,,1400,50000,0
,,32253.69,50000,2
,,2200,50000,1
,,46276.75,50000,2
,,1101.63,50000,2
,,5400,50000,0
,,13600,50000,0
,,35243.32,50000,2
,,22418.33,50000,2
,,18200,50000,1
,,31308.67,50000,2
,,28171.05,50000,2
,,13697.42,50000,2
,,3738.41,50000,1
,,1800,50000,0
,,32000,50000,0
,,42816,50000,0
,,17600,50000,0
,,4200,50000,0
,,1546.72,50000,2
,,800,50000,1
,,6000,50000,2
,,46145.79,50000,2
,,15200,50000,0
,,37404.13,50000,2
,,39500,50000,2
,,8600,50000,0
,,7600,50000,0
,,20522.07,50000,2
,,10000,50000,2
,,8500,50000,0
,,22000,50000,0
,,3762.51,50000,0
,,6100,50000,0
,,40149.19,50000,2
,,4200,50000,0
,,5200,50000,0
,,42000,50000,2
,,14000,50000,2
,,9405.43,50000,2
,,26311.61,50000,2
,,45913.97,50000,2
,,30000,50000,2
,,13198.61,50000,2
,,39000,50000,2
,,33330.46,50000,2
,,44209.24,50000,2
,,1000,50000,1
,,4000,50000,0
,,4126.46,50000,2
,,3800,50000,0
,,25694.32,50000,2
,,6000,50000,2
,,17196.14,50000,2
,,14850.76,50000,2
,,45000,50000,0
,,14904.6,50000,2
,,8600,50000,0
,,7956.18,50000,1
,,6300,50000,2
,,4109.28,50000,2
,,34000,50000,0
,,21085.75,50000,2
,,1000,50000,0
,,23400,50000,2
,,15000,50000,2
,,919.7,50000,0
,,26401.56,50000,2
,,13200,50000,1
,,3800,50000,1
,,32924.15,50000,2
,,8000,50000,0
,,15600,50000,0
,,896,50000,0
,,33997.65,50000,2
,,22000,50000,2
,,27630.39,50000,2
,,11699.3,50000,2
,,13921.03,50000,2
,,16050.49,50000,2
,,38429.89,50000,2
,,9690.79,50000,0
,,49641,50000,2
,,16000,50000,1
,,9600,50000,0
,,7600,50000,0
,,22500,50000,0
,,35804.75,50000,2
,,3818.15,50000,2
,,8700,50000,0
,,16959.96,50000,2
,,5800,50000,0
,,6132.33,50000,2
,,9300,50000,0
,,41788.83,50000,2
,,28500,50000,2
,,48302.91,50000,2
,,9800,50000,0
,,13000,50000,2
,,23720.02,50000,2
,,31625.78,50000,2
,,38954.98,50000,2
,,1300,50000,0
,,6819.14,50000,2
,,12300,50000,2
,,13734.92,50000,2
,,41331.16,50000,2
,,5800,50000,0
,,44949.66,50000,2
,,34176.52,50000,2
,,5681.19,50000,2
,,18300,50000,2
,,10000,50000,2
,,49806.32,50000,2
,,19800,50000,0
,,13092.7,50000,2
,,43221.44,50000,2
,,10460.4,50000,2
,,44557.02,50000,2
,,22733.66,50000,2
,,49750.91,50000,2
,,27600,50000,0
,,7700,50000,0
,,25545.05,50000,2
,,2232.05,50000,1
,,22000,50000,0
,,13400,50000,0
,,38800,50000,0
,,2100,50000,0
,,31200,50000,0
,,18112.01,50000,2
,,17400,50000,2
,,33000,50000,0
,,14200,50000,1
,,2327.81,50000,0
,,11600,50000,0
,,43151.23,50000,2
,,6800,50000,2
,,7000,50000,0
,,13800,50000,0
,,21257.56,50000,2
,,2584.03,50000,0
,,1300,50000,0
,,2400,50000,1
,,11048.77,50000,2
,,25514.29,50000,2
,,400,50000,0
,,6100,50000,0
,,16800,50000,0
,,9000,50000,0
,,20700,50000,2
,,2700,50000,0
,,48837.55,50000,2
,,42169.78,50000,2
,,26800,50000,0
,,28712.81,50000,2
,,9601.33,50000,2
,,40708.53,50000,2
,,24163.04,50000,2
,,18000,50000,0
,,4827.73,50000,2
,,13738.77,50000,2
,,3234.64,50000,0
,,9114.63,50000,2
,,40165.18,50000,2
,,37984.27,50000,2
,,3600,50000,0
,,14652.06,50000,2
,,1709.69,50000,1
,,2500,50000,0
,,11700,50000,2
,,19717.28,50000,2
,,22462.11,50000,2
,,7500,50000,0
,,7200,50000,0
,,13321.14,50000,2
,,4200,50000,1
,,1600,50000,2
,,30711.74,50000,2
,,12800,50000,2
,,43886.21,50000,2
,,18000,50000,0
,,5300,50000,0
,,6253.18,50000,0
,,16400,50000,0
,,32000,50000,0
,,42000,50000,2
,,4672.6,50000,0
,,6200,50000,0
,,37231.03,50000,2
,,9800,50000,0
,,22006.78,50000,2
,,18000,50000,1
,,47176.65,50000,2
,,7200,50000,2
,,46737.41,50000,2
,,800,50000,1
,,15400,50000,1
,,15055.72,50000,2
,,35632.55,50000,2
,,27600,50000,0
,,1900,50000,0
,,6200,50000,0
,,17800,50000,1
,,28955.3,50000,2
,,48907.79,50000,2
,,34800,50000,0
,,36324.81,50000,2
,,8371.98,50000,2
,,26742.14,50000,2
,,18749.13,50000,2
,,400,50000,0
,,9942.38,50000,0
,,8832.97,50000,0
,,41030.72,50000,2
,,12000,50000,0
,,18000,50000,0
,,2565.76,50000,0
,,45074.01,50000,2
,,1800,50000,2
,,4600,50000,0
,,20996.51,50000,2
,,18631.7,50000,2
,,49300.97,50000,2
,,25441.99,50000,2
,,1541.36,50000,0
,,46181.26,50000,2
,,9743.17,50000,1
,,18500,50000,0
,,31621.79,50000,2
,,35783.64,50000,2
,,4909.57,50000,2
,,15000,50000,2
,,7200,50000,0
,,39976.21,50000,2
,,6497.08,50000,2
,,12400,50000,0
,,17600,50000,2
,,31200,50000,0
,,2100,50000,0
,,35903.48,50000,2
,,14000,50000,2
,,6900,50000,0
,,8400,50000,2
,,19200,50000,0
,,41141.77,50000,2
,,44615.96,50000,2
,,5600,50000,0
,,39540.75,50000,2
,,2602.51,50000,1
,,800,50000,0
,,14000,50000,2
,,9000,50000,0
,,14600,50000,1
,,500,50000,0
,,7700,50000,0
,,15751.75,50000,2
,,3300,50000,2
,,28400,50000,2
,,21493.57,50000,2
,,11791.64,50000,2
,,600,50000,0
,,8900,50000,0
,,16400,50000,1
,,33818.74,50000,2
,,17400,50000,2
,,43080.62,50000,2
,,10000,50000,0
,,6900,50000,0
,,46205.29,50000,2
,,36400,50000,0
,,7200,50000,0
,,3200,50000,0
,,6900,50000,0
,,7500,50000,0
,,25200,50000,0
,,27581.55,50000,2
,,47476.34,50000,2
,,13200,50000,0
,,10282.05,50000,2
,,10800,50000,1
,,6800,50000,0
,,14000,50000,0
,,23930.1,50000,2
,,12000,50000,0
,,11600,50000,0
,,24800,50000,2
,,6948.55,50000,0
,,15300,50000,2
,,7500,50000,0
,,8132.65,50000,0
,,9600,50000,0
,,43345.2,50000,2
,,44953.97,50000,2
,,19600,50000,0
,,21514.15,50000,2
,,49059.17,50000,2
,,2100,50000,0
,,18400,50000,0
,,33493.95,50000,2
,,1400,50000,1
,,7800,50000,0
,,2200,50000,0
,,2100,50000,0
,,42444.91,50000,2
,,42414.44,50000,2
,,40637.44,50000,2
,,6000,50000,0
,,6190.06,50000,2
,,29089.35,50000,2
,,14000,50000,0
,,6814.4,50000,0
,,5200,50000,1
,,44000,50000,2
,,28400,50000,0
,,33145.92,50000,2
,,25928.9,50000,2
,,9365.19,50000,2
,,32000,50000,0
,,17000,50000,2
,,21000,50000,2
,,6400,50000,0
,,6000,50000,0
,,6100,50000,0
,,10080.66,50000,2
,,4200,50000,0
,,48746.52,50000,2
,,39000,50000,2
,,25200,50000,0
,,10800,50000,1
,,28674.72,50000,2
,,31200,50000,0
,,2201.59,50000,2
,,36000.37,50000,2
