transaction,location,total_amount,limit,result
3,2,£37933.77,£50000.00,0
4,4,£43345.69,£50000.00,1
1,3,£41113.43,£50000.00,2
4,2,£14012.81,£50000.00,2
5,4,£24168.59,£50000.00,0
3,2,£49362.10,£50000.00,1
1,3,£48705.81,£50000.00,2
3,5,£8419.29,£50000.00,0
5,5,£35379.05,£50000.00,2
2,5,£42934.46,£50000.00,1
2,2,£15938.33,£50000.00,1
5,2,£44067.03,£50000.00,0
3,1,£15039.43,£50000.00,1
2,2,£13952.11,£50000.00,1
3,1,£39821.59,£50000.00,2
2,4,£2368.97,£50000.00,0
3,4,£16481.22,£50000.00,1
2,3,£42403.25,£50000.00,2
4,4,£6268.42,£50000.00,0
4,1,£26052.73,£50000.00,2
5,4,£37801.01,£50000.00,2
1,3,£41387.67,£50000.00,2
2,4,£29353.36,£50000.00,2
2,2,£10341.76,£50000.00,1
5,3,£15622.41,£50000.00,2
3,1,£18778.37,£50000.00,0
2,1,£15868.39,£50000.00,1
2,2,£22315.58,£50000.00,1
2,1,£11191.36,£50000.00,0
5,4,£48215.63,£50000.00,2
2,1,£33338.38,£50000.00,1
2,3,£32425.83,£50000.00,2
1,4,£13353.37,£50000.00,2
5,3,£42998.37,£50000.00,0
3,1,£17921.21,£50000.00,0
1,5,£5697.16,£50000.00,2
3,5,£38145.11,£50000.00,0
4,5,£22377.08,£50000.00,0
4,1,£3399.48,£50000.00,1
5,3,£9871.48,£50000.00,0
3,5,£14554.05,£50000.00,2
1,5,£47565.36,£50000.00,0
1,4,£15974.91,£50000.00,1
4,3,£31775.20,£50000.00,1
2,1,£35983.62,£50000.00,2
1,3,£25583.56,£50000.00,1
5,3,£40177.09,£50000.00,2
2,2,£40795.72,£50000.00,1
4,2,£28170.71,£50000.00,0
1,2,£27412.57,£50000.00,2
1,1,£32865.15,£50000.00,1
5,3,£28873.55,£50000.00,0
2,1,£15739.42,£50000.00,1
4,2,£43104.64,£50000.00,1
3,1,£30259.46,£50000.00,1
1,5,£1569.17,£50000.00,0
1,2,£33103.19,£50000.00,2
5,4,£31610.69,£50000.00,1
2,5,£1769.07,£50000.00,1
5,3,£48815.03,£50000.00,2
2,1,£1695.91,£50000.00,0
3,4,£35198.58,£50000.00,1
3,3,£45815.57,£50000.00,2
2,1,£10387.80,£50000.00,1
4,4,£10686.27,£50000.00,1
5,2,£41842.91,£50000.00,0
3,1,£34170.78,£50000.00,1
5,2,£12687.21,£50000.00,2
3,4,£18694.36,£50000.00,0
2,2,£14380.80,£50000.00,0
1,4,£36069.17,£50000.00,2
1,1,£37740.53,£50000.00,2
4,2,£13187.62,£50000.00,2
2,4,£44567.29,£50000.00,2
3,2,£18481.16,£50000.00,2
2,1,£4294.60,£50000.00,1
4,3,£17040.92,£50000.00,1
1,5,£14596.74,£50000.00,1
3,1,£20490.90,£50000.00,1
5,3,£21909.61,£50000.00,2
4,2,£41088.83,£50000.00,1
3,2,£45587.69,£50000.00,2
5,3,£20159.55,£50000.00,0
5,3,£14241.18,£50000.00,2
2,1,£21327.71,£50000.00,1
2,1,£4048.27,£50000.00,1
1,4,£15762.60,£50000.00,0
3,4,£41931.60,£50000.00,2
2,4,£15213.86,£50000.00,1
3,5,£36551.25,£50000.00,2
3,2,£38484.27,£50000.00,1
5,5,£47733.35,£50000.00,1
1,3,£19661.52,£50000.00,1
1,5,£46643.37,£50000.00,0
3,3,£46405.31,£50000.00,1
2,1,£29033.82,£50000.00,1
3,4,£35031.45,£50000.00,1
2,4,£31842.50,£50000.00,2
3,3,£32187.60,£50000.00,2
3,4,£8064.85,£50000.00,2
5,2,£21405.23,£50000.00,0
1,1,£42778.00,£50000.00,2
2,2,£35237.46,£50000.00,1
5,4,£18557.23,£50000.00,0
3,5,£3768.47,£50000.00,2
1,2,£37674.46,£50000.00,0
4,1,£24433.01,£50000.00,0
1,3,£13457.34,£50000.00,1
5,3,£15605.82,£50000.00,1
4,2,£22435.84,£50000.00,1
1,5,£28816.14,£50000.00,0
2,2,£37518.84,£50000.00,0
2,5,£44787.42,£50000.00,0
2,2,£28959.92,£50000.00,1
4,1,£17818.04,£50000.00,0
3,2,£46254.49,£50000.00,1
4,3,£34603.35,£50000.00,1
4,1,£42966.90,£50000.00,1
4,5,£20188.16,£50000.00,0
3,5,£16227.96,£50000.00,1
1,3,£23140.30,£50000.00,0
5,5,£1808.21,£50000.00,1
1,4,£12237.64,£50000.00,0
1,3,£27495.67,£50000.00,1
3,3,£3035.92,£50000.00,2
2,3,£49870.82,£50000.00,0
4,2,£43352.95,£50000.00,2
2,3,£909.63,£50000.00,0
2,3,£7192.84,£50000.00,2
2,2,£29448.37,£50000.00,2
4,4,£35655.03,£50000.00,1
4,1,£47372.98,£50000.00,2
4,2,£46445.24,£50000.00,1
4,4,£37265.59,£50000.00,0
4,5,£11689.74,£50000.00,0
5,2,£10415.92,£50000.00,1
3,1,£24949.21,£50000.00,2
1,3,£36824.77,£50000.00,0
1,1,£7838.36,£50000.00,0
2,3,£6544.57,£50000.00,0
2,2,£38357.27,£50000.00,2
4,3,£33593.37,£50000.00,2
1,5,£12298.19,£50000.00,2
4,5,£44829.26,£50000.00,2
1,3,£30701.39,£50000.00,2
2,4,£1492.35,£50000.00,0
3,5,£48042.33,£50000.00,0
3,1,£24446.07,£50000.00,1
1,5,£8886.81,£50000.00,0
2,5,£49685.23,£50000.00,1
5,5,£30623.48,£50000.00,1
1,1,£37106.04,£50000.00,2
1,2,£37851.43,£50000.00,2
1,1,£4932.61,£50000.00,2
1,1,£16354.74,£50000.00,0
5,2,£36316.40,£50000.00,0
5,1,£5710.55,£50000.00,0
3,3,£43864.26,£50000.00,1
2,3,£18763.25,£50000.00,1
2,1,£733.46,£50000.00,1
2,2,£18029.20,£50000.00,0
4,5,£15765.38,£50000.00,1
1,2,£21174.42,£50000.00,1
5,1,£29725.05,£50000.00,1
5,3,£29341.22,£50000.00,1
1,5,£1560.98,£50000.00,0
4,3,£14318.18,£50000.00,2
5,2,£27480.87,£50000.00,2
1,2,£21222.18,£50000.00,0
1,4,£34200.14,£50000.00,2
5,5,£21506.10,£50000.00,1
5,2,£45609.19,£50000.00,1
5,1,£11162.84,£50000.00,1
2,3,£49044.17,£50000.00,1
5,4,£45645.41,£50000.00,0
4,4,£44163.00,£50000.00,1
1,3,£41936.50,£50000.00,0
5,5,£27525.79,£50000.00,1
5,3,£8537.70,£50000.00,0
2,5,£32091.86,£50000.00,2
4,3,£21714.85,£50000.00,0
1,4,£8220.93,£50000.00,0
5,4,£35810.59,£50000.00,2
3,1,£39892.89,£50000.00,1
3,5,£30095.96,£50000.00,1
4,1,£16367.44,£50000.00,0
2,3,£38115.49,£50000.00,1
2,4,£39041.40,£50000.00,1
2,3,£44384.85,£50000.00,2
4,1,£10465.62,£50000.00,2
2,5,£8720.25,£50000.00,2
2,4,£13921.78,£50000.00,2
3,4,£11675.04,£50000.00,1
1,4,£34527.89,£50000.00,0
3,2,£969.54,£50000.00,0
3,2,£37524.62,£50000.00,1
4,3,£29759.34,£50000.00,0
1,5,£44388.53,£50000.00,2
2,3,£45551.37,£50000.00,0
4,4,£7670.78,£50000.00,1
4,5,£8174.67,£50000.00,0
3,1,£11748.89,£50000.00,1
3,2,£29031.48,£50000.00,0
2,5,£27717.44,£50000.00,2
3,1,£41287.91,£50000.00,1
1,5,£20137.86,£50000.00,1
2,4,£28484.20,£50000.00,0
3,4,£7569.80,£50000.00,0
5,3,£43447.47,£50000.00,1
3,5,£541.61,£50000.00,1
3,2,£35014.58,£50000.00,0
2,5,£1892.93,£50000.00,0
4,3,£45430.33,£50000.00,0
4,2,£42663.07,£50000.00,2
3,2,£4217.86,£50000.00,1
2,4,£23629.70,£50000.00,1
4,5,£38511.01,£50000.00,2
3,2,£26548.45,£50000.00,2
3,1,£33831.84,£50000.00,2
2,5,£37800.21,£50000.00,2
1,5,£1548.34,£50000.00,2
1,3,£39346.99,£50000.00,0
2,4,£22660.68,£50000.00,0
,,2300,50000,0
,,9900,50000,0
,,4158.42,50000,0
,,36500,50000,2
,,20990.44,50000,2
,,25600,50000,2
,,40000,50000,2
,,41138.96,50000,2
,,10400,50000,2
,,10000,50000,0
,,9600,50000,2
,,2700,50000,0
,,17100,50000,0
,,4500,50000,0
,,3600,50000,2
,,30000,50000,2
,,48663.33,50000,2
,,3700,50000,0
,,7162.71,50000,0
,,41818.78,50000,2
,,14815.49,50000,2
,,42692.03,50000,2
,,9370.66,50000,0
,,16213.4,50000,2
,,40000,50000,0
,,30151.03,50000,2
,,38011.79,50000,2
,,43000,50000,2
,,44500,50000,2
,,2119.59,50000,0
,,12000,50000,0
,,17091.78,50000,2
,,42000,50000,0
,,653.95,50000,0
,,9000,50000,0
,,2795.69,50000,2
,,11800,50000,1
,,8316.69,50000,1
,,14800,50000,2
,,17623.87,50000,2
,,22200,50000,0
,,50000,50000,2
,,28840.59,50000,2
,,29659.96,50000,2
,,16000,50000,2
,,9800,50000,0
,,7055.9,50000,2
,,178.86,50000,2
,,700,50000,0
,,187.59,50000,2
,,35151.41,50000,2
,,34107.46,50000,2
,,19000,50000,2
,,6900,50000,0
,,49988.55,50000,2
,,10521.79,50000,2
,,23100,50000,2
,,7000,50000,0
,,47000,50000,2
,,168.31,50000,0
,,25740.72,50000,2
,,38505.15,50000,2
,,15800,50000,1
,,4800,50000,1
,,48784.71,50000,2
,,11800,50000,0
,,27611.24,50000,2
,,9200,50000,2
,,33000,50000,0
,,3000,50000,0
,,38862.79,50000,2
,,9200,50000,0
,,12500,50000,2
,,8400,50000,0
,,25500,50000,2
,,15056.81,50000,2
,,15394.02,50000,2
,,48500,50000,0
,,6000,50000,1
,,36442.85,50000,2
,,43871.53,50000,2
,,4000,50000,1
,,18000,50000,0
,,14217.95,50000,2
,,41754.13,50000,2
,,26918.16,50000,2
,,21823.25,50000,2
,,21582.54,50000,2
,,9200,50000,2
,,25979.01,50000,2
,,2800,50000,0
,,26349.28,50000,2
,,27600,50000,0
,,2200,50000,1
,,3300,50000,0
,,20526.39,50000,2
,,29101.85,50000,2
,,3448.81,50000,0
,,26732.61,50000,2
,,30500,50000,0
,,44902.74,50000,2
,,3500,50000,0
,,13500,50000,2
,,2400,50000,0
,,30818.45,50000,2
,,400,50000,0
,,36400,50000,0
,,16962.11,50000,2
,,3148.42,50000,1
,,1500,50000,0
,,14445.03,50000,2
,,7110.13,50000,1
,,14800,50000,0
,,31014.2,50000,2
,,13850.47,50000,2
,,16500,50000,2
,,3900,50000,0
,,32613.21,50000,2
,,7500,50000,0
,,44000,50000,0
,,3100,50000,0
,,40957.48,50000,2
,,42899.66,50000,2
,,32800,50000,0
,,34786.92,50000,2
,,10706.13,50000,2
,,824.4,50000,0
,,41634.89,50000,2
,,500,50000,0
,,26257.64,50000,2
,,16800,50000,0
,,5300,50000,0
,,42812.97,50000,2
,,3400,50000,0
,,11200,50000,2
,,41000,50000,0
,,15308.39,50000,2
,,1700,50000,0
,,18978.88,50000,2
,,36500,50000,2
,,11088,50000,1
,,31529.28,50000,2
,,800,50000,0
,,6533.87,50000,0
,,4400,50000,1
,,40857.21,50000,2
,,5200,50000,0
,,30000,50000,0
,,47034.91,50000,2
,,2000,50000,0
,,21267.08,50000,2
,,41918.95,50000,2
,,11421.46,50000,2
,,24000,50000,2
,,1200,50000,0
,,33410.89,50000,2
,,8000,50000,0
,,9400,50000,1
,,30000,50000,2
,,8121.84,50000,0
,,27285.83,50000,2
,,19600,50000,2
,,43784.46,50000,2
,,700,50000,0
,,33410.13,50000,2
,,41931.77,50000,2
,,7600,50000,1
,,47043.98,50000,2
,,2200,50000,1
,,13836.28,50000,2
,,5571.67,50000,0
,,310.16,50000,0
,,18000,50000,1
,,14400,50000,0
,,41381.44,50000,2
,,36466.8,50000,2
,,24402.54,50000,2
,,6300,50000,0
,,4528.14,50000,2
,,2000,50000,2
,,45894.27,50000,2
,,23069.89,50000,2
,,10200,50000,0
,,28400,50000,0
,,13609.99,50000,2
,,24500,50000,2
,,7200,50000,0
,,28392.73,50000,2
,,3000,50000,1
,,3200,50000,2
,,17400,50000,2
,,25358.75,50000,2
,,10800,50000,1
,,9700,50000,0
,,8700,50000,0
,,29600,50000,2
,,8700,50000,0
,,16600,50000,0
,,12000,50000,0
,,37833.39,50000,2
,,8200,50000,0
,,25500,50000,0
,,38874.75,50000,2
,,18000,50000,1
,,6000,50000,0
,,28000,50000,2
,,5800,50000,0
,,22200,50000,0
,,26621.64,50000,2
,,30400,50000,0
,,24111.18,50000,2
,,32500,50000,2
,,18000,50000,2
,,19306.35,50000,2
,,39600,50000,2
,,18801.64,50000,2
,,24377.66,50000,2
,,4200,50000,0
,,15919.85,50000,2
,,900,50000,0
,,25000,50000,2
,,48592.71,50000,2
,,21600,50000,0
,,10978.58,50000,2
,,36500,50000,0
,,31000,50000,2
,,9800,50000,0
,,19301.82,50000,2
,,3392.49,50000,2
,,5900,50000,0
,,7400,50000,0
,,9876.14,50000,0
,,1200,50000,0
,,38000,50000,0
,,35200,50000,0
,,29457.07,50000,2
,,23017.42,50000,2
,,3496.35,50000,0
,,31523.8,50000,2
,,39500,50000,2
,,12000,50000,0
,,37000,50000,0
,,4000,50000,1
,,49568.11,50000,2
,,9700,50000,0
,,5000.23,50000,0
,,1403.52,50000,0
,,37817.1,50000,2
,,7009.92,50000,0
,,17426.37,50000,2
,,9200,50000,0
,,11004.72,50000,2
,,9900,50000,0
,,34594.63,50000,2
,,44813.78,50000,2
,,37000,50000,0
,,16800,50000,2
,,8100,50000,2
,,25500,50000,0
,,35612.88,50000,2
,,15900,50000,0
,,23649.64,50000,2
,,25260.41,50000,2
,,15456.38,50000,2
,,9201.34,50000,1
,,2400,50000,2
,,4451.9,50000,0
,,18896.22,50000,2
,,6400,50000,1
,,7100,50000,0
,,30000,50000,2
,,5661.28,50000,0
,,36527.38,50000,2
,,4200,50000,1
,,40253.28,50000,2
,,23687.86,50000,2
,,22665.89,50000,2
,,44033.22,50000,2
,,17600,50000,2
,,8600,50000,0
,,13581.3,50000,2
,,36103.81,50000,2
,,18000,50000,0
,,17575.17,50000,2
,,6500,50000,0
,,30800,50000,0
,,42500,50000,0
,,4200,50000,0
,,43811.81,50000,2
,,24600,50000,0
,,28237.56,50000,2
,,8000,50000,0
,,18800,50000,0
,,28000,50000,2
,,2097.57,50000,2
,,9780.87,50000,0
,,13800,50000,1
,,15000,50000,1
,,19474.89,50000,2
,,998.69,50000,0
,,6100,50000,0
,,36913.89,50000,2
,,16000,50000,0
,,45000,50000,0
,,11933.08,50000,2
,,27900,50000,0
,,42994.85,50000,2
,,27000,50000,2
,,7500,50000,0
,,37500,50000,0
,,41328.92,50000,2
,,5700,50000,0
,,13310.08,50000,2
,,12300,50000,2
,,33500,50000,2
,,9700,50000,0
,,3400,50000,0
,,30390.22,50000,2
,,10880.27,50000,2
,,12606.09,50000,2
,,25464.9,50000,2
,,9000,50000,0
,,31088.57,50000,2
,,16200,50000,1
,,24800,50000,2
,,19333.42,50000,2
,,25200,50000,2
,,742.4,50000,0
,,14400,50000,2
,,19200,50000,0
,,18257.95,50000,2
,,3800,50000,1
,,13400,50000,0
,,800,50000,2
,,6400,50000,0
,,5514.62,50000,0
,,32440.41,50000,2
,,28613.49,50000,2
,,2800,50000,2
,,5063.57,50000,0
,,14955.53,50000,2
,,28800,50000,0
,,13200,50000,0
,,11985.3,50000,2
,,34003.52,50000,2
,,2800,50000,0
,,4200,50000,1
,,44389.83,50000,2
,,33109.02,50000,2
,,10960.07,50000,2
,,7600,50000,1
,,19800,50000,2
,,107.9,50000,0
,,9000,50000,0
,,11703,50000,2
,,3400,50000,1
,,46875.35,50000,2
,,46811.37,50000,2
,,20829.63,50000,2
,,32373.25,50000,2
,,3700,50000,0
,,28200,50000,2
,,19800,50000,2
,,24483.06,50000,2
,,34289.44,50000,2
,,37582.83,50000,2
,,4220.7,50000,2
,,7960.58,50000,2
,,15900,50000,0
,,28500,50000,2
,,34432.13,50000,2
,,9600,50000,0
,,3600,50000,2
,,35317.39,50000,2
,,26159.13,50000,2
,,37000,50000,0
,,8800,50000,0
,,48545.31,50000,2
,,43500,50000,2
,,8400,50000,2
,,17103.2,50000,2
,,1205.43,50000,0
,,44233.78,50000,2
,,23150.28,50000,2
,,25418.16,50000,2
,,48300.6,50000,2
,,44602.22,50000,2
,,30585.52,50000,2
,,27397.74,50000,2
,,6000,50000,0
,,4200,50000,0
,,8600,50000,0
,,18600,50000,0
,,34336.69,50000,2
,,27774.79,50000,2
,,2419.54,50000,0
,,42500,50000,2
,,17878.53,50000,2
,,2387.05,50000,2
,,1500,50000,0
,,5952.63,50000,2
,,15991.7,50000,2
,,37479.33,50000,2
,,24133.36,50000,2
,,27000,50000,0
,,14400,50000,0
,,27200,50000,2
,,30016.48,50000,2
,,3336.28,50000,0
,,36800,50000,2
,,23881.93,50000,2
,,16492.69,50000,2
,,616.44,50000,1
,,29600,50000,0
,,34261.17,50000,2
,,11246.74,50000,2
,,9000,50000,0
,,37500,50000,0
,,1043.94,50000,0
,,37500,50000,2
,,16448.77,50000,2
,,8000,50000,1
,,24500,50000,2
,,2400,50000,0
,,36423.13,50000,2
,,31136.39,50000,2
,,19000,50000,2
,,48944.21,50000,2
,,13628.12,50000,2
,,28800,50000,0
,,34800,50000,2
,,43306.14,50000,2
,,1800.67,50000,2
,,37930.35,50000,2
,,42500,50000,0
,,21500,50000,0
,,16254.24,50000,2
,,1300.61,50000,1
,,46500,50000,0
,,19400,50000,1
,,43559.51,50000,2
,,40244.48,50000,2
,,32885.97,50000,2
,,18061.6,50000,2
,,9167.23,50000,2
,,8400,50000,0
,,24000,50000,0
,,20812.37,50000,2
,,9800,50000,0
,,19885.76,50000,2
,,4153.3,50000,0
,,21150.87,50000,2
,,16500,50000,0
,,40500,50000,0
,,10000,50000,0
,,12800,50000,2
,,43248.91,50000,2
,,37242.35,50000,2
,,25963.33,50000,2
,,25388.81,50000,2
,,2100,50000,0
,,27841.99,50000,2
,,17600,50000,0
,,19500,50000,0
,,16500,50000,0
,,45873.89,50000,2
,,17700,50000,2
,,40982.46,50000,2
,,20400,50000,2
,,694.1,50000,2
,,3600,50000,0
,,37407.47,50000,2
,,7100,50000,0
,,800,50000,0
,,46338.53,50000,2
,,6000,50000,0
,,8163.44,50000,0
,,35000.12,50000,2
,,17000,50000,0
,,12273.27,50000,2
,,5644.78,50000,2
,,9766.56,50000,0
,,2785.3,50000,0
,,4500,50000,0
,,12000,50000,0
,,17973.7,50000,2
,,1600,50000,1
,,10348.72,50000,2
,,22182.44,50000,2
,,14000,50000,2
,,38900.98,50000,2
,,1000,50000,0
,,3299.98,50000,2
,,44580.44,50000,2
,,11950.88,50000,2
,,21019.22,50000,2
,,2635.04,50000,0
,,7700,50000,0
,,12300,50000,0
,,8115.17,50000,2
,,22800,50000,2
,,5100,50000,0
,,36500,50000,2
,,7000,50000,0
,,2659.07,50000,0
,,7800,50000,1
,,17000,50000,0
,,8440.12,50000,0
,,40182.32,50000,2
,,41000,50000,2
,,33094.54,50000,2
,,23100,50000,2
,,40000,50000,0
,,45429.72,50000,2
,,4100,50000,0
,,8600,50000,1
,,32993.31,50000,2
,,2497.11,50000,0
,,24508.17,50000,2
,,27200,50000,0
,,49358.03,50000,2
,,33892.85,50000,2
,,5600,50000,0
,,3804.15,50000,0
,,3285.66,50000,1
,,10200,50000,1
,,18600,50000,0
,,8718.42,50000,0
,,28800,50000,2
,,27600,50000,0
,,3200,50000,0
,,23470.12,50000,2
,,22302.19,50000,2
,,8800,50000,0
,,2722.87,50000,2
,,2900,50000,0
,,8200,50000,0
,,37200,50000,0
,,29183.72,50000,2
,,46977.35,50000,2
,,38491.74,50000,2
,,3500,50000,0
,,8600,50000,0
,,19000,50000,2
,,2400,50000,0
,,10887.11,50000,2
,,2500,50000,0
,,25200,50000,0
,,8226.05,50000,2
,,10200,50000,0
,,3895.76,50000,0
,,18000,50000,2
,,8400,50000,0
,,5791.91,50000,0
,,33406.48,50000,2
,,9600,50000,0
,,4000,50000,0
,,17600,50000,0
,,14736.13,50000,2
,,3700,50000,0
,,10340.64,50000,2
,,27244.11,50000,2
,,8200,50000,0
,,45500,50000,2
,,38913.01,50000,2
,,16946.73,50000,2
,,18000,50000,2
,,37050.1,50000,2
,,15400,50000,0
,,14417.11,50000,2
,,27825.76,50000,2
,,9042.9,50000,2
,,1814.09,50000,0
,,17983.45,50000,2
,,26379.83,50000,2
,,4200,50000,0
,,19369.96,50000,2
,,12300,50000,0
,,2800,50000,2
,,6400,50000,0
,,6179.94,50000,0
,,4582.17,50000,0
,,16600,50000,1
,,31016.05,50000,2
,,18400,50000,0
,,34391.08,50000,2
,,16478.1,50000,2
,,5998.43,50000,1
,,23989.23,50000,2
,,1200,50000,1
,,39994.34,50000,2
,,45883.22,50000,2
,,2400,50000,0
,,785.34,50000,2
,,16600,50000,0
,,1300,50000,0
,,14500,50000,0
,,19200,50000,0
,,44432.37,50000,2
,,6212.7,50000,0
,,822.16,50000,0
,,31598.45,50000,2
,,18900,50000,0
,,21856.16,50000,2
,,21300,50000,0
,,27000,50000,2
,,19600,50000,0
,,14800,50000,1
,,15440.63,50000,2
,,10800,50000,0
,,3636.12,50000,0
,,18213.15,50000,2
,,3000,50000,2
,,23200,50000,0
,,18278.53,50000,2
,,17014.8,50000,2
,,46549.83,50000,2
,,30800,50000,2
,,7900,50000,0
,,35240.18,50000,2
,,6600,50000,0
,,26000,50000,0
,,8800,50000,0
,,21643.89,50000,2
,,26100,50000,0
,,6800,50000,0
,,24000,50000,0
,,29282.22,50000,2
,,27725.4,50000,2
,,11500,50000,0
,,15000,50000,1
,,9600,50000,2
,,50000,50000,0
,,24000,50000,0
,,21764.87,50000,2
,,14600,50000,1
,,44422.36,50000,2
,,12600,50000,0
,,6400,50000,0
,,30925.11,50000,2
,,36519.16,50000,2
,,3300,50000,2
,,15300,50000,0
,,23000,50000,2
,,9662.57,50000,0
,,2400,50000,1
,,6800,50000,0
,,1000,50000,0
,,22400,50000,2
,,44541.24,50000,2
,,14422.11,50000,2
,,35600,50000,0
,,487.31,50000,0
,,5299.97,50000,2
,,28400,50000,0
,,40788.38,50000,2
,,17059.9,50000,2
,,23092.35,50000,2
,,19412.65,50000,2
,,7400,50000,0
,,25367.61,50000,2
,,16556.98,50000,2
,,29074.8,50000,2
,,34168.69,50000,2
,,39726.2,50000,2
,,18500,50000,2
,,12000,50000,0
,,46071.33,50000,2
,,29400,50000,0
,,36234.2,50000,2
,,28053.48,50000,2
,,39408.64,50000,2
,,6123.08,50000,0
,,30944.19,50000,2
,,5389.37,50000,0
,,22706.81,50000,2
,,3700,50000,0
,,32608.11,50000,2
,,4200,50000,1
,,48500,50000,2
,,22800,50000,0
,,7813.24,50000,2
,,23700,50000,0
,,7100,50000,0
,,25590.91,50000,2
,,24000,50000,2
,,21600,50000,0
,,586.87,50000,0
,,3300,50000,0
,,6200,50000,0
,,27900,50000,0
,,42036.9,50000,2
,,3300,50000,0
,,25600,50000,2
,,35566.21,50000,2
,,16000,50000,0
,,15749.97,50000,2
,,700,50000,0
,,7614.92,50000,2
,,43450.13,50000,2
,,1000,50000,0
,,36000,50000,2
,,47636.49,50000,2
,,21000,50000,0
,,1800,50000,0
,,2700,50000,0
,,3372.95,50000,0
,,25716.33,50000,2
,,20153.18,50000,2
,,16281.85,50000,2
,,8391.6,50000,0
,,47244.54,50000,2
,,11600,50000,0
,,20360.87,50000,2
,,14045.08,50000,2
,,13600,50000,0
,,41437.83,50000,2
,,5400,50000,0
,,18200,50000,0
,,42121.35,50000,2
,,1951.43,50000,0
,,46956.07,50000,2
,,23700,50000,2
,,15023.62,50000,2
,,13268.4,50000,2
,,9000,50000,0
,,26000,50000,2
,,19200,50000,2
,,2949.47,50000,0
,,24300,50000,2
,,9500,50000,0
,,48978.75,50000,2
,,30339.72,50000,2
,,2500,50000,2
,,3000,50000,2
,,14400,50000,0
,,44695.89,50000,2
,,7228.26,50000,1
,,28000,50000,2
,,24680.34,50000,2
,,30722.14,50000,2
,,47827.28,50000,2
,,15900,50000,2
,,38546.77,50000,2
,,11658.52,50000,2
,,7947.18,50000,2
,,6000,50000,0
,,7381.62,50000,0
,,10287.41,50000,2
,,14100,50000,2
,,18732.54,50000,2
,,10200,50000,0
,,19759.77,50000,2
,,7604.84,50000,2
,,22000,50000,0
,,30803.03,50000,2
,,2300,50000,0
,,2600,50000,1
,,18600,50000,2
,,29239.1,50000,2
,,2400,50000,2
,,1500,50000,2
,,44793.35,50000,2
,,4857.97,50000,2
,,9800,50000,1
,,14901.67,50000,2
,,33034.01,50000,2
,,30000,50000,2
,,13165.26,50000,2
,,10611.36,50000,2
,,37769.47,50000,2
,,13772.21,50000,2
,,13800,50000,0
,,2000,50000,2
,,25810.06,50000,2
,,13745.76,50000,2
,,9000,50000,0
,,25908.31,50000,2
,,6800,50000,0
,,20586,50000,2
,,5400,50000,0
,,31652.5,50000,2
,,3500,50000,2
,,2600,50000,1
,,11400,50000,0
,,16400,50000,0
,,24300,50000,2
,,19392.73,50000,2
,,8400,50000,0
,,27000,50000,2
,,35955.06,50000,2
,,26157.01,50000,2
,,46196.79,50000,2
,,48400.76,50000,2
,,8400,50000,2
,,17200,50000,0
,,28981.83,50000,2
,,2500,50000,0
,,5400,50000,1
,,2600,50000,0
,,37997.1,50000,2
,,13811.77,50000,2
,,42914.78,50000,2
,,8100,50000,0
,,34782.48,50000,2
,,18400,50000,0
,,8300,50000,0
,,22569.69,50000,2
,,3000,50000,0
,,12000,50000,0
,,36000,50000,2
,,27200,50000,2
,,29500,50000,0
,,31454.4,50000,2
,,2998.06,50000,0
,,36968.17,50000,2
,,47618.49,50000,2
,,48431.21,50000,2
,,31200,50000,0
,,3764.45,50000,2
,,12679.69,50000,2
,,7400,50000,0
,,41500,50000,2
,,756.52,50000,0
,,34736.37,50000,2
,,32000,50000,0
,,15940.05,50000,2
,,39200,50000,2
,,46896.89,50000,2
,,24686.09,50000,2
,,13427.17,50000,2
,,18310.13,50000,2
,,14509.79,50000,2
,,3300,50000,2
,,13936.67,50000,2
,,1245.57,50000,0
,,7900,50000,0
,,42992.65,50000,2
,,11100,50000,2
,,13800,50000,0
,,14400,50000,0
,,22107.96,50000,2
,,12400,50000,1
,,24476.18,50000,2
,,2600,50000,0
,,46500,50000,0
,,15871.89,50000,2
,,20100,50000,0
,,4100,50000,0
,,26100,50000,0
,,24500,50000,2
,,43691.26,50000,2
,,19309.53,50000,2
,,11400,50000,0
,,4200,50000,0
,,6478.94,50000,0
,,41085.77,50000,2
,,7600,50000,0
,,27107.69,50000,2
,,23098.61,50000,2
,,33200,50000,0
,,5000,50000,2
,,8200,50000,0
,,19600,50000,0
,,8292.69,50000,2
,,15088.42,50000,2
,,16480.6,50000,2
,,9000,50000,0
,,3400,50000,0
,,3878.26,50000,0
,,8800,50000,0
,,3600,50000,0
,,40959.32,50000,2
,,6200,50000,0
,,19991.14,50000,2
,,27000,50000,0
,,20400,50000,2
,,4723.89,50000,0
,,9500,50000,2
,,5870.12,50000,0
,,17800,50000,0
,,2800,50000,1
,,11600,50000,2
,,15137.35,50000,2
,,4600,50000,1
,,46817.61,50000,2
,,29000,50000,2
,,1400,50000,0
,,24400,50000,2
,,17200,50000,0
,,14713.91,50000,2
,,5900,50000,0
,,45000,50000,2
,,35500,50000,2
,,6000,50000,0
,,12606.17,50000,2
,,25402.35,50000,2
,,5900,50000,0
,,20400,50000,2
,,39501.92,50000,2
,,44471.38,50000,2
,,49500,50000,2
,,19329.03,50000,2
,,12924.32,50000,2
,,15600,50000,0
,,1200,50000,0
,,19902.15,50000,2
,,13076.68,50000,2
,,11633.25,50000,2
