transactions,locations,total_amount,limit,result,risk_flag
5,1,19759.77,50000,2,Fraud
5,3,7604.84,50000,2,Fraud
4,2,22000.0,50000,0,Clean
5,3,30803.03,50000,2,Fraud
1,1,2300.0,50000,0,Clean
2,2,2600.0,50000,1,Clean
3,3,18600.0,50000,2,Fraud
1,1,29239.1,50000,2,Fraud
3,3,2400.0,50000,2,Fraud
5,5,1500.0,50000,2,Fraud
5,5,44793.35,50000,2,Fraud
4,3,4857.97,50000,2,Fraud
2,2,9800.0,50000,1,Clean
2,2,14901.67,50000,2,Fraud
4,3,33034.01,50000,2,Fraud
4,4,30000.0,50000,2,Fraud
4,4,13165.26,50000,2,Fraud
2,1,10611.36,50000,2,Fraud
4,2,37769.47,50000,2,Fraud
4,2,13772.21,50000,2,Fraud
3,1,13800.0,50000,0,Clean
5,5,2000.0,50000,2,Fraud
5,5,25810.06,50000,2,Fraud
2,1,13745.76,50000,2,Fraud
5,1,9000.0,50000,0,Clean
2,2,25908.31,50000,2,Fraud
1,1,6800.0,50000,0,Clean
4,3,20586.0,50000,2,Fraud
3,2,5400.0,50000,0,Clean
1,1,31652.5,50000,2,Fraud
5,4,3500.0,50000,2,Fraud
2,2,2600.0,50000,1,Clean
2,1,11400.0,50000,0,Clean
4,1,16400.0,50000,0,Clean
3,3,24300.0,50000,2,Fraud
5,2,19392.73,50000,2,Fraud
4,2,8400.0,50000,0,Clean
3,3,27000.0,50000,2,Fraud
2,1,35955.06,50000,2,Fraud
5,3,26157.01,50000,2,Fraud
4,1,46196.79,50000,2,Fraud
2,1,48400.76,50000,2,Fraud
3,3,8400.0,50000,2,Fraud
4,1,17200.0,50000,0,Clean
3,3,28981.83,50000,2,Fraud
5,2,2500.0,50000,0,Clean
2,2,5400.0,50000,1,Clean
1,1,2600.0,50000,0,Clean
2,2,37997.1,50000,2,Fraud
4,3,13811.77,50000,2,Fraud
2,2,42914.78,50000,2,Fraud
1,1,8100.0,50000,0,Clean
5,4,34782.48,50000,2,Fraud
2,1,18400.0,50000,0,Clean
1,1,8300.0,50000,0,Clean
5,4,22569.69,50000,2,Fraud
3,1,3000.0,50000,0,Clean
3,2,12000.0,50000,0,Clean
5,5,36000.0,50000,2,Fraud
4,3,27200.0,50000,2,Fraud
5,2,29500.0,50000,0,Clean
5,2,31454.4,50000,2,Fraud
5,2,2998.06,50000,0,Clean
2,2,36968.17,50000,2,Fraud
2,1,47618.49,50000,2,Fraud
2,2,48431.21,50000,2,Fraud
4,1,31200.0,50000,0,Suspecious
4,4,3764.45,50000,2,Fraud
4,1,12679.69,50000,2,Fraud
1,1,7400.0,50000,0,Clean
5,4,41500.0,50000,2,Fraud
4,1,756.52,50000,0,Clean
3,3,34736.37,50000,2,Fraud
4,2,32000.0,50000,0,Clean
3,1,15940.05,50000,2,Fraud
4,3,39200.0,50000,2,Fraud
1,1,46896.89,50000,2,Fraud
4,2,24686.09,50000,2,Fraud
3,1,13427.17,50000,2,Fraud
1,1,18310.13,50000,2,Fraud
4,3,14509.79,50000,2,Fraud
3,3,3300.0,50000,2,Fraud
3,1,13936.67,50000,2,Fraud
3,2,1245.57,50000,0,Clean
1,1,7900.0,50000,0,Clean
3,1,42992.65,50000,2,Fraud
3,3,11100.0,50000,2,Fraud
2,1,13800.0,50000,0,Clean
4,2,14400.0,50000,0,Clean
5,1,22107.96,50000,2,Fraud
2,2,12400.0,50000,1,Clean
5,2,24476.18,50000,2,Fraud
2,1,2600.0,50000,0,Clean
5,2,46500.0,50000,0,Clean
2,1,15871.89,50000,2,Fraud
3,1,20100.0,50000,0,Clean
1,1,4100.0,50000,0,Clean
3,1,26100.0,50000,0,Clean
5,3,24500.0,50000,2,Fraud
2,2,43691.26,50000,2,Fraud
4,4,19309.53,50000,2,Fraud
3,2,11400.0,50000,0,Clean
1,1,4200.0,50000,0,Clean
3,2,6478.94,50000,0,Clean
3,3,41085.77,50000,2,Fraud
1,1,7600.0,50000,0,Clean
2,2,27107.69,50000,2,Fraud
2,1,23098.61,50000,2,Fraud
4,1,33200.0,50000,0,Suspecious
5,3,5000.0,50000,2,Fraud
2,1,8200.0,50000,0,Clean
2,1,19600.0,50000,0,Clean
4,4,8292.69,50000,2,Fraud
5,2,15088.42,50000,2,Fraud
2,2,16480.6,50000,2,Fraud
1,1,9000.0,50000,0,Clean
1,1,3400.0,50000,0,Clean
2,1,3878.26,50000,0,Clean
1,1,8800.0,50000,0,Clean
4,2,3600.0,50000,0,Clean
4,1,40959.32,50000,2,Fraud
2,1,6200.0,50000,0,Clean
1,1,19991.14,50000,2,Fraud
3,2,27000.0,50000,0,Clean
4,4,20400.0,50000,2,Fraud
2,1,4723.89,50000,0,Clean
5,4,9500.0,50000,2,Fraud
2,1,5870.12,50000,0,Clean
2,1,17800.0,50000,0,Clean
2,2,2800.0,50000,1,Clean
4,4,11600.0,50000,2,Fraud
5,2,15137.35,50000,2,Fraud
2,2,4600.0,50000,1,Clean
3,3,46817.61,50000,2,Fraud
5,3,29000.0,50000,2,Fraud
2,1,1400.0,50000,0,Clean
4,4,24400.0,50000,2,Fraud
4,2,17200.0,50000,0,Clean
5,2,14713.91,50000,2,Fraud
1,1,5900.0,50000,0,Clean
5,4,45000.0,50000,2,Fraud
5,5,35500.0,50000,2,Fraud
3,1,6000.0,50000,0,Clean
3,2,12606.17,50000,2,Fraud
2,1,25402.35,50000,2,Fraud
1,1,5900.0,50000,0,Clean
4,3,20400.0,50000,2,Fraud
3,2,39501.92,50000,2,Fraud
5,3,44471.38,50000,2,Fraud
5,3,49500.0,50000,2,Fraud
4,4,19329.03,50000,2,Fraud
5,3,12924.32,50000,2,Fraud
4,2,15600.0,50000,0,Clean
2,1,1200.0,50000,0,Clean
4,1,19902.15,50000,2,Fraud
4,4,13076.68,50000,2,Fraud
5,1,11633.25,50000,2,Fraud
5,2,30312.5,50000,2,Fraud
5,1,29500.0,50000,0,Clean
5,1,39477.5,50000,2,Fraud
2,2,12074.13,50000,2,Fraud
4,3,34514.74,50000,2,Fraud
5,5,5705.06,50000,2,Fraud
1,1,800.0,50000,0,Clean
5,1,46828.7,50000,2,Fraud
2,1,33695.24,50000,2,Fraud
5,3,17000.0,50000,2,Fraud
2,2,49245.42,50000,2,Fraud
3,1,2700.0,50000,0,Clean
2,2,45247.45,50000,2,Fraud
4,3,38400.0,50000,2,Fraud
4,3,11387.89,50000,2,Fraud
2,1,28162.73,50000,2,Fraud
1,1,6100.0,50000,0,Clean
5,5,25130.19,50000,2,Fraud
4,4,8800.0,50000,2,Fraud
4,4,9445.12,50000,2,Fraud
3,2,15300.0,50000,0,Clean
4,2,12000.0,50000,0,Clean
4,1,32800.0,50000,0,Suspecious
5,2,44857.96,50000,2,Fraud
5,3,31000.0,50000,2,Fraud
3,2,17100.0,50000,0,Clean
1,1,32307.14,50000,2,Fraud
5,1,29500.0,50000,0,Clean
4,1,39257.99,50000,2,Fraud
3,1,26100.0,50000,0,Clean
4,4,368.6,50000,2,Fraud
4,3,35363.33,50000,2,Fraud
3,1,600.0,50000,0,Clean
5,5,21500.0,50000,2,Fraud
3,2,10500.0,50000,0,Clean
2,1,2000.0,50000,0,Clean
1,1,16090.97,50000,2,Fraud
2,1,26318.81,50000,2,Fraud
1,1,36426.66,50000,2,Fraud
4,3,22400.0,50000,2,Fraud
5,5,1500.0,50000,2,Fraud
3,1,18723.61,50000,2,Fraud
5,3,35000.0,50000,2,Fraud
3,2,30832.79,50000,2,Fraud
4,3,19293.03,50000,2,Fraud
1,1,8500.0,50000,0,Clean
2,1,15400.0,50000,0,Clean
3,1,3600.0,50000,0,Clean
3,1,16800.0,50000,0,Clean
3,3,10500.0,50000,2,Fraud
1,1,7300.0,50000,0,Clean
2,2,8600.0,50000,1,Clean
1,1,8600.0,50000,0,Clean
2,1,10000.0,50000,0,Clean
4,1,6000.0,50000,0,Clean
5,1,47044.93,50000,2,Fraud
3,2,27178.78,50000,2,Fraud
3,1,20700.0,50000,0,Clean
5,2,38853.96,50000,2,Fraud
1,1,200.0,50000,0,Clean
1,1,3623.63,50000,0,Clean
2,2,15600.0,50000,1,Clean
2,1,1938.53,50000,0,Clean
1,1,4700.0,50000,0,Clean
1,1,9000.0,50000,0,Clean
4,3,36400.0,50000,2,Fraud
4,3,16913.27,50000,2,Fraud
2,1,7200.0,50000,0,Clean
4,1,40000.0,50000,0,Suspecious
3,1,39520.55,50000,2,Fraud
4,3,28800.0,50000,2,Fraud
1,1,47818.71,50000,2,Fraud
3,1,44073.14,50000,2,Fraud
4,2,15971.03,50000,2,Fraud
4,1,25674.81,50000,2,Fraud
3,3,6333.54,50000,2,Fraud
4,4,6400.0,50000,2,Fraud
3,1,36103.08,50000,2,Fraud
3,1,6900.0,50000,0,Clean
2,1,5015.86,50000,0,Clean
1,1,4200.0,50000,0,Clean
5,1,43000.0,50000,0,Suspecious
2,2,4600.0,50000,1,Clean
3,2,27000.0,50000,0,Clean
5,2,9522.47,50000,0,Clean
4,3,31600.0,50000,2,Fraud
4,4,35462.11,50000,2,Fraud
4,3,12800.0,50000,2,Fraud
4,2,26482.62,50000,2,Fraud
2,2,7400.0,50000,1,Clean
1,1,7900.0,50000,0,Clean
5,1,13500.0,50000,0,Clean
5,5,22560.74,50000,2,Fraud
2,1,33323.74,50000,2,Fraud
3,1,27600.0,50000,0,Clean
2,1,16750.26,50000,2,Fraud
4,1,8310.35,50000,0,Clean
3,2,14100.0,50000,0,Clean
5,2,45500.0,50000,0,Clean
5,3,1206.51,50000,2,Fraud
5,5,36993.53,50000,2,Fraud
2,1,34012.51,50000,2,Fraud
5,5,25500.0,50000,2,Fraud
5,4,21500.0,50000,2,Fraud
1,1,3300.0,50000,0,Clean
5,1,16500.0,50000,0,Clean
3,2,4200.0,50000,0,Clean
4,1,33670.29,50000,2,Fraud
1,1,9200.0,50000,0,Clean
3,3,14400.0,50000,2,Fraud
4,3,4800.0,50000,2,Fraud
1,1,45723.95,50000,2,Fraud
5,2,16500.0,50000,0,Clean
2,2,32298.41,50000,2,Fraud
2,1,5523.16,50000,0,Clean
4,2,19893.61,50000,2,Fraud
2,1,18800.0,50000,0,Clean
1,1,6600.0,50000,0,Clean
5,4,30500.0,50000,2,Fraud
2,1,16320.13,50000,2,Fraud
3,1,12425.69,50000,2,Fraud
1,1,18477.5,50000,2,Fraud
2,2,39852.95,50000,2,Fraud
3,2,979.12,50000,0,Clean
5,2,16358.55,50000,2,Fraud
3,1,9292.16,50000,0,Clean
5,5,13755.46,50000,2,Fraud
3,2,21900.0,50000,0,Clean
4,3,13001.28,50000,2,Fraud
3,2,33812.57,50000,2,Fraud
3,3,25830.07,50000,2,Fraud
1,1,4821.73,50000,0,Clean
2,2,35817.71,50000,2,Fraud
4,2,496.19,50000,0,Clean
1,1,2702.17,50000,0,Clean
1,1,18257.4,50000,2,Fraud
5,5,2767.99,50000,2,Fraud
2,1,2000.0,50000,0,Clean
2,2,45571.54,50000,2,Fraud
1,1,6000.0,50000,0,Clean
1,1,400.0,50000,0,Clean
5,5,23985.85,50000,2,Fraud
4,1,6400.0,50000,0,Clean
2,2,400.0,50000,1,Clean
1,1,200.0,50000,0,Clean
2,2,13800.0,50000,1,Clean
3,3,13500.0,50000,2,Fraud
3,2,6413.69,50000,0,Clean
1,1,47285.58,50000,2,Fraud
5,4,37845.42,50000,2,Fraud
2,2,19000.0,50000,1,Clean
4,3,32800.0,50000,2,Fraud
5,4,15123.57,50000,2,Fraud
1,1,600.0,50000,0,Clean
5,1,34000.0,50000,0,Suspecious
5,3,33654.46,50000,2,Fraud
2,2,34865.04,50000,2,Fraud
1,1,1908.98,50000,0,Clean
3,2,9000.0,50000,0,Clean
4,1,4000.0,50000,0,Clean
1,1,5100.0,50000,0,Clean
5,2,119.46,50000,0,Clean
3,1,40231.41,50000,2,Fraud
4,4,14800.0,50000,2,Fraud
4,4,41288.48,50000,2,Fraud
5,4,6500.0,50000,2,Fraud
1,1,1000.0,50000,0,Clean
2,1,1000.0,50000,0,Clean
4,1,34000.0,50000,0,Suspecious
1,1,29984.63,50000,2,Fraud
4,1,30386.32,50000,2,Fraud
4,1,22839.98,50000,2,Fraud
1,1,1900.0,50000,0,Clean
5,5,30000.0,50000,2,Fraud
5,3,8073.2,50000,2,Fraud
1,1,5800.0,50000,0,Clean
2,1,11600.0,50000,0,Clean
3,3,30000.0,50000,2,Fraud
3,3,15771.98,50000,2,Fraud
1,1,35614.92,50000,2,Fraud
2,2,8299.24,50000,1,Clean
5,1,36500.0,50000,0,Suspecious
1,1,5400.0,50000,0,Clean
5,2,34699.32,50000,2,Fraud
1,1,2500.0,50000,0,Clean
1,1,30418.71,50000,2,Fraud
4,3,26265.82,50000,2,Fraud
2,2,10978.57,50000,2,Fraud
4,3,40479.42,50000,2,Fraud
2,2,13556.78,50000,2,Fraud
4,1,1600.0,50000,0,Clean
5,4,3000.0,50000,2,Fraud
4,2,14400.0,50000,0,Clean
3,2,44676.38,50000,2,Fraud
1,1,3300.0,50000,0,Clean
4,2,20663.09,50000,2,Fraud
4,2,3200.0,50000,0,Clean
2,2,30050.17,50000,2,Fraud
1,1,5200.0,50000,0,Clean
4,4,8989.01,50000,2,Fraud
2,1,13400.0,50000,0,Clean
4,1,39633.98,50000,2,Fraud
5,3,43500.0,50000,2,Fraud
4,3,32000.0,50000,2,Fraud
5,5,7500.0,50000,2,Fraud
5,4,10500.0,50000,2,Fraud
4,3,14529.04,50000,2,Fraud
3,2,25932.64,50000,2,Fraud
3,2,8400.0,50000,0,Clean
1,1,3783.76,50000,0,Clean
3,3,10500.0,50000,2,Fraud
4,2,3600.0,50000,0,Clean
5,4,13319.32,50000,2,Fraud
2,2,10000.0,50000,1,Clean
1,1,8000.0,50000,0,Clean
3,2,40201.94,50000,2,Fraud
2,1,1400.0,50000,0,Clean
4,1,32253.69,50000,2,Fraud
2,2,2200.0,50000,1,Clean
1,1,46276.75,50000,2,Fraud
4,3,1101.63,50000,2,Fraud
1,1,5400.0,50000,0,Clean
4,2,13600.0,50000,0,Clean
2,2,35243.32,50000,2,Fraud
3,2,22418.33,50000,2,Fraud
2,2,18200.0,50000,1,Clean
5,1,31308.67,50000,2,Fraud
1,1,28171.05,50000,2,Fraud
2,1,13697.42,50000,2,Fraud
2,2,3738.41,50000,1,Clean
1,1,1800.0,50000,0,Clean
4,1,32000.0,50000,0,Suspecious
4,1,42816.0,50000,0,Suspecious
4,2,17600.0,50000,0,Clean
3,2,4200.0,50000,0,Clean
4,4,1546.72,50000,2,Fraud
2,2,800.0,50000,1,Clean
4,4,6000.0,50000,2,Fraud
4,4,46145.79,50000,2,Fraud
2,1,15200.0,50000,0,Clean
1,1,37404.13,50000,2,Fraud
5,3,39500.0,50000,2,Fraud
2,1,8600.0,50000,0,Clean
1,1,7600.0,50000,0,Clean
2,1,20522.07,50000,2,Fraud
5,3,10000.0,50000,2,Fraud
5,1,8500.0,50000,0,Clean
4,2,22000.0,50000,0,Clean
4,1,3762.51,50000,0,Clean
1,1,6100.0,50000,0,Clean
4,3,40149.19,50000,2,Fraud
3,2,4200.0,50000,0,Clean
2,1,5200.0,50000,0,Clean
5,4,42000.0,50000,2,Fraud
5,5,14000.0,50000,2,Fraud
3,3,9405.43,50000,2,Fraud
4,2,26311.61,50000,2,Fraud
3,1,45913.97,50000,2,Fraud
5,4,30000.0,50000,2,Fraud
5,5,13198.61,50000,2,Fraud
5,4,39000.0,50000,2,Fraud
2,1,33330.46,50000,2,Fraud
2,2,44209.24,50000,2,Fraud
2,2,1000.0,50000,1,Clean
2,1,4000.0,50000,0,Clean
3,3,4126.46,50000,2,Fraud
1,1,3800.0,50000,0,Clean
4,2,25694.32,50000,2,Fraud
4,4,6000.0,50000,2,Fraud
1,1,17196.14,50000,2,Fraud
2,2,14850.76,50000,2,Fraud
5,1,45000.0,50000,0,Suspecious
3,2,14904.6,50000,2,Fraud
1,1,8600.0,50000,0,Clean
2,2,7956.18,50000,1,Clean
3,3,6300.0,50000,2,Fraud
3,3,4109.28,50000,2,Fraud
4,2,34000.0,50000,0,Clean
2,1,21085.75,50000,2,Fraud
5,1,1000.0,50000,0,Clean
3,3,23400.0,50000,2,Fraud
5,4,15000.0,50000,2,Fraud
3,2,919.7,50000,0,Clean
2,1,26401.56,50000,2,Fraud
2,2,13200.0,50000,1,Clean
2,2,3800.0,50000,1,Clean
1,1,32924.15,50000,2,Fraud
1,1,8000.0,50000,0,Clean
3,1,15600.0,50000,0,Clean
1,1,896.0,50000,0,Clean
5,5,33997.65,50000,2,Fraud
5,4,22000.0,50000,2,Fraud
4,3,27630.39,50000,2,Fraud
2,1,11699.3,50000,2,Fraud
5,1,13921.03,50000,2,Fraud
3,2,16050.49,50000,2,Fraud
5,1,38429.89,50000,2,Fraud
5,2,9690.79,50000,0,Clean
2,2,49641.0,50000,2,Fraud
2,2,16000.0,50000,1,Clean
2,1,9600.0,50000,0,Clean
4,2,7600.0,50000,0,Clean
5,1,22500.0,50000,0,Clean
5,1,35804.75,50000,2,Fraud
3,3,3818.15,50000,2,Fraud
3,1,8700.0,50000,0,Clean
1,1,16959.96,50000,2,Fraud
1,1,5800.0,50000,0,Clean
4,4,6132.33,50000,2,Fraud
3,1,9300.0,50000,0,Clean
3,1,41788.83,50000,2,Fraud
3,3,28500.0,50000,2,Fraud
2,2,48302.91,50000,2,Fraud
2,1,9800.0,50000,0,Clean
5,3,13000.0,50000,2,Fraud
2,2,23720.02,50000,2,Fraud
5,3,31625.78,50000,2,Fraud
3,3,38954.98,50000,2,Fraud
1,1,1300.0,50000,0,Clean
4,3,6819.14,50000,2,Fraud
3,3,12300.0,50000,2,Fraud
2,2,13734.92,50000,2,Fraud
3,3,41331.16,50000,2,Fraud
1,1,5800.0,50000,0,Clean
1,1,44949.66,50000,2,Fraud
4,1,34176.52,50000,2,Fraud
3,3,5681.19,50000,2,Fraud
3,3,18300.0,50000,2,Fraud
4,3,10000.0,50000,2,Fraud
3,3,49806.32,50000,2,Fraud
3,2,19800.0,50000,0,Clean
3,1,13092.7,50000,2,Fraud
2,1,43221.44,50000,2,Fraud
4,4,10460.4,50000,2,Fraud
5,4,44557.02,50000,2,Fraud
1,1,22733.66,50000,2,Fraud
5,4,49750.91,50000,2,Fraud
4,2,27600.0,50000,0,Clean
1,1,7700.0,50000,0,Clean
3,3,25545.05,50000,2,Fraud
2,2,2232.05,50000,1,Clean
5,2,22000.0,50000,0,Clean
2,1,13400.0,50000,0,Clean
4,1,38800.0,50000,0,Suspecious
1,1,2100.0,50000,0,Clean
4,1,31200.0,50000,0,Suspecious
5,5,18112.01,50000,2,Fraud
3,3,17400.0,50000,2,Fraud
5,1,33000.0,50000,0,Suspecious
2,2,14200.0,50000,1,Clean
2,1,2327.81,50000,0,Clean
2,1,11600.0,50000,0,Clean
2,1,43151.23,50000,2,Fraud
4,4,6800.0,50000,2,Fraud
1,1,7000.0,50000,0,Clean
2,1,13800.0,50000,0,Clean
1,1,21257.56,50000,2,Fraud
5,2,2584.03,50000,0,Clean
1,1,1300.0,50000,0,Clean
2,2,2400.0,50000,1,Clean
4,3,11048.77,50000,2,Fraud
1,1,25514.29,50000,2,Fraud
1,1,400.0,50000,0,Clean
1,1,6100.0,50000,0,Clean
4,1,16800.0,50000,0,Clean
3,2,9000.0,50000,0,Clean
3,3,20700.0,50000,2,Fraud
3,1,2700.0,50000,0,Clean
4,4,48837.55,50000,2,Fraud
5,2,42169.78,50000,2,Fraud
4,1,26800.0,50000,0,Clean
5,2,28712.81,50000,2,Fraud
5,3,9601.33,50000,2,Fraud
3,3,40708.53,50000,2,Fraud
1,1,24163.04,50000,2,Fraud
3,2,18000.0,50000,0,Clean
5,5,4827.73,50000,2,Fraud
1,1,13738.77,50000,2,Fraud
4,1,3234.64,50000,0,Clean
3,3,9114.63,50000,2,Fraud
1,1,40165.18,50000,2,Fraud
4,2,37984.27,50000,2,Fraud
4,1,3600.0,50000,0,Clean
2,2,14652.06,50000,2,Fraud
2,2,1709.69,50000,1,Clean
1,1,2500.0,50000,0,Clean
3,3,11700.0,50000,2,Fraud
3,3,19717.28,50000,2,Fraud
2,1,22462.11,50000,2,Fraud
1,1,7500.0,50000,0,Clean
1,1,7200.0,50000,0,Clean
2,2,13321.14,50000,2,Fraud
2,2,4200.0,50000,1,Clean
4,3,1600.0,50000,2,Fraud
4,2,30711.74,50000,2,Fraud
4,3,12800.0,50000,2,Fraud
5,5,43886.21,50000,2,Fraud
5,1,18000.0,50000,0,Clean
1,1,5300.0,50000,0,Clean
1,1,6253.18,50000,0,Clean
2,1,16400.0,50000,0,Clean
5,1,32000.0,50000,0,Suspecious
5,5,42000.0,50000,2,Fraud
4,2,4672.6,50000,0,Clean
1,1,6200.0,50000,0,Clean
1,1,37231.03,50000,2,Fraud
2,1,9800.0,50000,0,Clean
2,1,22006.78,50000,2,Fraud
2,2,18000.0,50000,1,Clean
2,1,47176.65,50000,2,Fraud
4,4,7200.0,50000,2,Fraud
1,1,46737.41,50000,2,Fraud
2,2,800.0,50000,1,Clean
2,2,15400.0,50000,1,Clean
3,2,15055.72,50000,2,Fraud
1,1,35632.55,50000,2,Fraud
4,1,27600.0,50000,0,Clean
1,1,1900.0,50000,0,Clean
1,1,6200.0,50000,0,Clean
2,2,17800.0,50000,1,Clean
2,2,28955.3,50000,2,Fraud
3,1,48907.79,50000,2,Fraud
4,1,34800.0,50000,0,Suspecious
2,1,36324.81,50000,2,Fraud
5,3,8371.98,50000,2,Fraud
2,2,26742.14,50000,2,Fraud
1,1,18749.13,50000,2,Fraud
1,1,400.0,50000,0,Clean
3,2,9942.38,50000,0,Clean
3,2,8832.97,50000,0,Clean
1,1,41030.72,50000,2,Fraud
3,2,12000.0,50000,0,Clean
5,2,18000.0,50000,0,Clean
3,2,2565.76,50000,0,Clean
1,1,45074.01,50000,2,Fraud
3,3,1800.0,50000,2,Fraud
1,1,4600.0,50000,0,Clean
2,2,20996.51,50000,2,Fraud
3,2,18631.7,50000,2,Fraud
1,1,49300.97,50000,2,Fraud
1,1,25441.99,50000,2,Fraud
4,1,1541.36,50000,0,Clean
5,3,46181.26,50000,2,Fraud
2,2,9743.17,50000,1,Clean
5,1,18500.0,50000,0,Clean
3,3,31621.79,50000,2,Fraud
3,1,35783.64,50000,2,Fraud
3,3,4909.57,50000,2,Fraud
5,5,15000.0,50000,2,Fraud
4,1,7200.0,50000,0,Clean
3,2,39976.21,50000,2,Fraud
4,4,6497.08,50000,2,Fraud
4,1,12400.0,50000,0,Clean
4,3,17600.0,50000,2,Fraud
4,2,31200.0,50000,0,Clean
1,1,2100.0,50000,0,Clean
4,4,35903.48,50000,2,Fraud
4,3,14000.0,50000,2,Fraud
1,1,6900.0,50000,0,Clean
4,4,8400.0,50000,2,Fraud
2,1,19200.0,50000,0,Clean
3,2,41141.77,50000,2,Fraud
2,2,44615.96,50000,2,Fraud
2,1,5600.0,50000,0,Clean
5,4,39540.75,50000,2,Fraud
2,2,2602.51,50000,1,Clean
1,1,800.0,50000,0,Clean
5,5,14000.0,50000,2,Fraud
2,1,9000.0,50000,0,Clean
2,2,14600.0,50000,1,Clean
1,1,500.0,50000,0,Clean
1,1,7700.0,50000,0,Clean
3,1,15751.75,50000,2,Fraud
3,3,3300.0,50000,2,Fraud
4,4,28400.0,50000,2,Fraud
4,4,21493.57,50000,2,Fraud
1,1,11791.64,50000,2,Fraud
3,2,600.0,50000,0,Clean
1,1,8900.0,50000,0,Clean
2,2,16400.0,50000,1,Clean
1,1,33818.74,50000,2,Fraud
3,3,17400.0,50000,2,Fraud
2,2,43080.62,50000,2,Fraud
1,1,10000.0,50000,0,Clean
3,1,6900.0,50000,0,Clean
5,1,46205.29,50000,2,Fraud
4,1,36400.0,50000,0,Suspecious
1,1,7200.0,50000,0,Clean
2,1,3200.0,50000,0,Clean
3,2,6900.0,50000,0,Clean
1,1,7500.0,50000,0,Clean
4,1,25200.0,50000,0,Clean
3,2,27581.55,50000,2,Fraud
5,4,47476.34,50000,2,Fraud
4,1,13200.0,50000,0,Clean
4,2,10282.05,50000,2,Fraud
2,2,10800.0,50000,1,Clean
4,1,6800.0,50000,0,Clean
2,1,14000.0,50000,0,Clean
4,3,23930.1,50000,2,Fraud
3,1,12000.0,50000,0,Clean
4,1,11600.0,50000,0,Clean
4,3,24800.0,50000,2,Fraud
5,2,6948.55,50000,0,Clean
3,3,15300.0,50000,2,Fraud
1,1,7500.0,50000,0,Clean
5,2,8132.65,50000,0,Clean
1,1,9600.0,50000,0,Clean
5,3,43345.2,50000,2,Fraud
5,1,44953.97,50000,2,Fraud
4,2,19600.0,50000,0,Clean
3,3,21514.15,50000,2,Fraud
4,3,49059.17,50000,2,Fraud
3,2,2100.0,50000,0,Clean
2,1,18400.0,50000,0,Clean
2,2,33493.95,50000,2,Fraud
2,2,1400.0,50000,1,Clean
1,1,7800.0,50000,0,Clean
2,1,2200.0,50000,0,Clean
1,1,2100.0,50000,0,Clean
5,4,42444.91,50000,2,Fraud
3,1,42414.44,50000,2,Fraud
1,1,40637.44,50000,2,Fraud
3,2,6000.0,50000,0,Clean
4,4,6190.06,50000,2,Fraud
3,1,29089.35,50000,2,Fraud
4,2,14000.0,50000,0,Clean
3,2,6814.4,50000,0,Clean
2,2,5200.0,50000,1,Clean
5,5,44000.0,50000,2,Fraud
4,1,28400.0,50000,0,Clean
3,3,33145.92,50000,2,Fraud
2,1,25928.9,50000,2,Fraud
5,3,9365.19,50000,2,Fraud
4,2,32000.0,50000,0,Clean
5,3,17000.0,50000,2,Fraud
3,3,21000.0,50000,2,Fraud
4,1,6400.0,50000,0,Clean
2,1,6000.0,50000,0,Clean
1,1,6100.0,50000,0,Clean
4,2,10080.66,50000,2,Fraud
1,1,4200.0,50000,0,Clean
5,1,48746.52,50000,2,Fraud
5,5,39000.0,50000,2,Fraud
4,2,25200.0,50000,0,Clean
2,2,10800.0,50000,1,Clean
4,1,28674.72,50000,2,Fraud
4,1,31200.0,50000,0,Suspecious
4,4,2201.59,50000,2,Fraud
5,1,36000.37,50000,2,Fraud
3,3,12300.0,50000,2,Fraud
3,1,22500.0,50000,0,Clean
5,2,47569.62,50000,2,Fraud
4,1,22211.58,50000,2,Fraud
2,2,8600.0,50000,1,Clean
3,1,42518.37,50000,2,Fraud
3,3,33807.77,50000,2,Fraud
1,1,7400.0,50000,0,Clean
2,1,43353.53,50000,2,Fraud
5,1,34511.98,50000,2,Fraud
4,1,37200.0,50000,0,Suspecious
4,4,38400.0,50000,2,Fraud
3,1,3900.0,50000,0,Clean
3,3,15563.17,50000,2,Fraud
5,3,8015.96,50000,2,Fraud
1,1,25624.41,50000,2,Fraud
4,4,45794.19,50000,2,Fraud
1,1,41757.02,50000,2,Fraud
5,1,49803.63,50000,2,Fraud
2,1,22487.3,50000,2,Fraud
5,5,17500.0,50000,2,Fraud
5,1,34496.62,50000,2,Fraud
4,2,624.67,50000,0,Clean
3,1,33722.65,50000,2,Fraud
1,1,18409.11,50000,2,Fraud
3,2,36843.04,50000,2,Fraud
3,1,45578.59,50000,2,Fraud
4,4,38000.0,50000,2,Fraud
3,1,8141.73,50000,0,Clean
1,1,8000.0,50000,0,Clean
4,3,39957.14,50000,2,Fraud
4,2,2854.17,50000,0,Clean
4,3,39200.0,50000,2,Fraud
4,4,18047.99,50000,2,Fraud
5,3,22546.67,50000,2,Fraud
3,1,40106.06,50000,2,Fraud
4,4,30786.04,50000,2,Fraud
3,3,35888.9,50000,2,Fraud
5,2,48500.0,50000,0,Clean
1,1,8300.0,50000,0,Clean
3,2,13200.0,50000,0,Clean
3,1,18747.19,50000,2,Fraud
3,3,1023.02,50000,2,Fraud
4,3,4800.0,50000,2,Fraud
2,2,47482.16,50000,2,Fraud
